,DishWasher,BaseLoad
2024-01-07 00:15:00,0.0,0.0786785710391924
2024-01-07 00:30:00,0.0,0.19066666666666665
2024-01-07 00:45:00,0.0,0.026
2024-01-07 01:00:00,0.0,0.17866666666666667
2024-01-07 01:15:00,0.0,0.31133333333333335
2024-01-07 01:30:00,0.0,0.026
2024-01-07 01:45:00,0.0,0.026
2024-01-07 02:00:00,0.0,0.15266666666666667
2024-01-07 02:15:00,0.0,0.11466666666666667
2024-01-07 02:30:00,0.0,0.216
2024-01-07 02:45:00,0.0,0.168
2024-01-07 03:00:00,0.0,0.10666666666666667
2024-01-07 03:15:00,0.0,0.026
2024-01-07 03:30:00,0.0,0.5970666666666666
2024-01-07 03:45:00,0.0,0.3173333333333333
2024-01-07 04:00:00,0.0,0.178
2024-01-07 04:15:00,0.0,0.026
2024-01-07 04:30:00,0.0,0.10666666666666667
2024-01-07 04:45:00,0.0,0.09200000000000001
2024-01-07 05:00:00,0.0,0.08933333333333332
2024-01-07 05:15:00,0.0,0.35533333333333333
2024-01-07 05:30:00,0.0,0.5144666666666666
2024-01-07 05:45:00,0.0,0.026
2024-01-07 06:00:00,0.0,0.026
2024-01-07 06:15:00,0.0,0.12133333333333333
2024-01-07 06:30:00,0.0,0.2546666666666667
2024-01-07 06:45:00,0.0,0.19066666666666665
2024-01-07 07:00:00,0.0,0.16533333333333333
2024-01-07 07:15:00,0.0,0.026
2024-01-07 07:30:00,0.0,0.026866666666666664
2024-01-07 07:45:00,0.0,0.14033333333333334
2024-01-07 08:00:00,0.0,0.339
2024-01-07 08:15:00,0.0,0.07566666666666667
2024-01-07 08:30:00,0.0,0.18666666666666665
2024-01-07 08:45:00,0.0,0.064
2024-01-07 09:00:00,0.0,0.051333333333333335
2024-01-07 09:15:00,0.0,0.216
2024-01-07 09:30:00,0.0,0.11666666666666667
2024-01-07 09:45:00,0.0,0.136
2024-01-07 10:00:00,0.0,0.11133333333333333
2024-01-07 10:15:00,0.0,0.15266666666666667
2024-01-07 10:30:00,0.0,0.16533333333333333
2024-01-07 10:45:00,0.0,0.17973333333333336
2024-01-07 11:00:00,0.0,0.039
2024-01-07 11:15:00,0.0,0.06833333333333333
2024-01-07 11:30:00,0.0,0.149
2024-01-07 11:45:00,0.0,0.2743333333333334
2024-01-07 12:00:00,0.0,0.7787333333333333
2024-01-07 12:15:00,0.0,0.064
2024-01-07 12:30:00,0.0,0.026
2024-01-07 12:45:00,0.0,0.026
2024-01-07 13:00:00,0.0,0.07
2024-01-07 13:15:00,0.0,0.382
2024-01-07 13:30:00,0.0,0.254
2024-01-07 13:45:00,0.0,0.026
2024-01-07 14:00:00,0.0,0.026
2024-01-07 14:15:00,0.0,0.026
2024-01-07 14:30:00,0.0,0.12733333333333333
2024-01-07 14:45:00,0.0,0.27466666666666667
2024-01-07 15:00:00,0.0,0.29133333333333333
2024-01-07 15:15:00,0.0,0.03866666666666666
2024-01-07 15:30:00,0.0,0.026
2024-01-07 15:45:00,0.0,0.051333333333333335
2024-01-07 16:00:00,0.0,0.216
2024-01-07 16:15:00,0.0,0.10200000000000001
2024-01-07 16:30:00,0.0,0.18800000000000003
2024-01-07 16:45:00,0.0,0.2006666666666667
2024-01-07 17:00:00,0.0,0.026
2024-01-07 17:15:00,0.0,0.16533333333333333
2024-01-07 17:30:00,0.0,0.178
2024-01-07 17:45:00,0.0,0.026
2024-01-07 18:00:00,0.0,0.026
2024-01-07 18:15:00,0.0,0.30400000000000005
2024-01-07 18:30:00,0.0,0.14800000000000002
2024-01-07 18:45:00,0.0,0.216
2024-01-07 19:00:00,0.0,0.064
2024-01-07 19:15:00,0.0,0.026
2024-01-07 19:30:00,0.0,0.026
2024-01-07 19:45:00,0.0,0.12733333333333333
2024-01-07 20:00:00,0.0,0.39466666666666667
2024-01-07 20:15:00,0.0,0.18400000000000002
2024-01-07 20:30:00,0.0,0.026
2024-01-07 20:45:00,0.0,0.026
2024-01-07 21:00:00,0.0,0.026
2024-01-07 21:15:00,0.0,0.14
2024-01-07 21:30:00,0.0,0.4006666666666667
2024-01-07 21:45:00,0.0,0.136
2024-01-07 22:00:00,0.0,0.05533333333333334
2024-01-07 22:15:00,0.0,0.026
2024-01-07 22:30:00,0.0,0.051333333333333335
2024-01-07 22:45:00,0.0,0.216
2024-01-07 23:00:00,0.0,0.216
2024-01-07 23:15:00,0.0,0.12400000000000001
2024-01-07 23:30:00,0.0,0.136
2024-01-07 23:45:00,0.0,0.04066666666666666
